file_id,segment_id,segment_dir,condition_group,condition_value,pipeline_version,I_min,I_max,N_points,has_both_signs,sweep_monotonicity,sweep_direction,n_segments,spacing_cv,parity_valid,parity_reason,f_overlap,I_max_common,odd_ratio_L1,odd_energy_L2,odd_sign_mode,odd_sign_consistency,odd_sign_entropy,odd_sign_pos_fraction,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,phi0_proxy,phi0_sign,phi0_confidence,phi0_method,odd_ratio_pre,odd_ratio_post,odd_sign_mode_pre,odd_sign_consistency_pre,odd_sign_entropy_pre,odd_sign_mode_post,odd_sign_consistency_post,odd_sign_entropy_post,parity_lock_flag,parity_flip_at_knee
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072750],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.275e-05,5.5,-3.81054e-07,2.009014e-05,2534,True,0.5021502150215021,down,5,0.1109761236588273,False,low_overlap,0.0186766775438862,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072750],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.275e-05,5.5,-2.041274e-05,2.008846e-05,5020,True,0.5021502150215021,down,5,0.1109761236588273,True,ok,0.983846130984982,2.008846e-05,0.7093783619424698,0.5292208477857386,1.0,0.9900249376558604,0.0806277699318426,0.9900249376558604,1.99880177e-05,0.9949874686716792,276.3095032030512,True,True,2.525643771712822,1.0,0.7060861775989727,odd_integral,0.6948517333466294,2.7056784265361027,1.0,0.9899497487437184,0.0811260857049248,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072750],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.275e-05,5.5,-2.041289e-05,-7.459934e-07,2444,True,0.5021502150215021,down,5,0.1109761236588273,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073125],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.3125e-05,5.5,-3.759677e-07,2.00881e-05,2530,True,0.5023004600920185,down,7,0.1102456404948899,False,low_overlap,0.0183474164200406,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073125],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.3125e-05,5.5,-2.042164e-05,2.008693e-05,5020,True,0.5023004600920185,down,7,0.1102456404948899,True,ok,0.983432487572882,2.008693e-05,0.7057592646137487,0.5280963528432009,1.0,0.9875311720698254,0.0967480473378075,0.9875311720698254,1.3508460425e-05,0.6716791979949874,312.6304582696204,True,False,2.52808363355563,1.0,0.7024479686133989,odd_integral,0.13400385105765,1.893847881241724,1.0,0.9814126394052044,0.1334337826864806,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073125],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.3125e-05,5.5,-2.042149e-05,-7.45383e-07,2445,True,0.5023004600920185,down,7,0.1102456404948899,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073500],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.35e-05,5.5,-3.848178e-07,2.008414e-05,2532,True,0.5024004800960192,down,7,0.1158406054454475,False,low_overlap,0.0189049069812268,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073500],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.35e-05,5.5,-2.040832e-05,2.00823e-05,5019,True,0.5024004800960192,down,7,0.1158406054454475,True,ok,0.983787660450714,2.00823e-05,0.7018429927126457,0.5268437642104843,1.0,0.9925187032418952,0.0635893828675493,0.9925187032418952,1.360575825e-05,0.6766917293233082,277.3576064199007,True,False,2.5306589846273164,1.0,0.698619295325745,odd_integral,0.1390782882441121,1.8940306931116395,1.0,0.988929889298893,0.0878066408193824,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073500],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.35e-05,5.5,-2.040679e-05,-7.361769e-07,2443,True,0.5024004800960192,down,7,0.1158406054454475,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073875],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.3875e-05,5.5,-3.910231e-07,2.008836e-05,2532,True,0.5021004200840168,down,7,0.1147439601363833,False,low_overlap,0.0192865283024843,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073875],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.3875e-05,5.5,-2.040369e-05,2.008622e-05,5019,True,0.5021004200840168,down,7,0.1147439601363833,True,ok,0.9842526503457752,2.008622e-05,0.7018020506187933,0.5268432853196887,1.0,0.9925187032418952,0.0635893828675493,0.9925187032418952,1.360841405e-05,0.6766917293233083,295.9996370832129,True,False,2.530684482822352,1.0,0.6985830081715064,odd_integral,0.1391713551596947,1.8907100050594767,1.0,0.988929889298893,0.0878066408193824,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073875],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.3875e-05,5.5,-2.040064e-05,-7.292087e-07,2443,True,0.5021004200840168,down,7,0.1147439601363833,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074250],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.425e-05,5.5,-3.954481e-07,2.009115e-05,2533,True,0.5022502250225023,down,5,0.1113726974307104,False,low_overlap,0.0193231097445912,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074250],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.425e-05,5.5,-2.039463e-05,2.00906e-05,5021,True,0.5022502250225023,down,5,0.1113726974307104,True,ok,0.9850313715919742,2.00906e-05,0.6944695702784379,0.5241323803576552,1.0,0.9975062344139652,0.0251579877768902,0.9975062344139652,1.36113815e-05,0.6766917293233083,296.24304037613985,True,False,2.5356027746485,1.0,0.6913163173137973,odd_integral,0.1389794035294031,1.8652113391313228,1.0,0.996309963099631,0.0351371918936337,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074250],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.425e-05,5.5,-2.039377e-05,-7.26157e-07,2443,True,0.5022502250225023,down,5,0.1113726974307104,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074625],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.4625e-05,5.5,-3.962111e-07,2.009634e-05,2533,True,0.5024507352205662,down,5,0.1095250653868418,False,low_overlap,0.0194606347476692,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074625],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.4625e-05,5.5,-2.038828e-05,2.009583e-05,5023,True,0.5024507352205662,down,5,0.1095250653868418,True,ok,0.985548103305192,2.009583e-05,0.6967800657293025,0.525094772794859,1.0,0.9775561097256856,0.154950735915912,0.9775561097256856,1.3614924825e-05,0.6766917293233082,267.41090224556376,True,False,2.5340699107922595,1.0,0.6935767121439818,odd_integral,0.1386291782297092,1.8710717084417328,1.0,0.966789667896679,0.2102444235834184,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074625],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.4625e-05,5.5,-2.038477e-05,-7.282932e-07,2441,True,0.5024507352205662,down,5,0.1095250653868418,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075000],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.5e-05,5.5,-3.931084e-07,2.010067e-05,2532,True,0.5022502250225023,down,7,0.1106412272885065,False,low_overlap,0.0193550119936702,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075000],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.5e-05,5.5,-2.038395e-05,2.009889e-05,5018,True,0.5022502250225023,down,7,0.1106412272885065,True,ok,0.9857608545409712,2.009889e-05,0.7137534627606668,0.5305200115754576,1.0,0.9675810473815462,0.2063813713316291,0.9675810473815462,1.356675075e-05,0.6741854636591479,316.7698068843163,True,False,2.522802404182076,1.0,0.7103444985972013,odd_integral,0.1397551548955208,1.907596119505188,1.0,0.9518518518518518,0.2784777249076425,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075000],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.5e-05,5.5,-2.038319e-05,-7.300225e-07,2444,True,0.5022502250225023,down,7,0.1106412272885065,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075375],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.5375e-05,5.5,-3.920403e-07,2.010692e-05,2529,True,0.5023004600920185,down,7,0.1121173148285553,False,low_overlap,0.0192315480099708,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075375],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.5375e-05,5.5,-2.038787e-05,2.01086e-05,5021,True,0.5023004600920185,down,7,0.1121173148285553,True,ok,0.9859320321083838,2.01086e-05,0.7158630588120015,0.531366226124991,1.0,0.9825436408977556,0.1269100441102434,0.9825436408977556,1.35230335e-05,0.6716791979949875,310.2284454304488,True,False,2.521340477794888,1.0,0.7125424395186208,odd_integral,0.1364242588651855,1.902795940136985,1.0,0.9739776951672864,0.1740336976599132,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075375],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.5375e-05,5.5,-2.038909e-05,-7.361769e-07,2445,True,0.5023004600920185,down,7,0.1121173148285553,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075750],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.575e-05,5.5,-3.853265e-07,2.01204e-05,2532,True,0.5023502350235024,down,11,0.1141464711645481,False,low_overlap,0.0188261905520645,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075750],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.575e-05,5.5,-2.038985e-05,2.011623e-05,5018,True,0.5023502350235024,down,11,0.1141464711645481,True,ok,0.986556605812489,2.011623e-05,0.719428237339257,0.5322649664971911,1.0,0.9950124688279302,0.0453194500142322,0.9950124688279302,1.357845525e-05,0.6741854636591479,308.32378043501325,True,False,2.518963014527776,1.0,0.7161275951271984,odd_integral,0.1411319488355708,1.9159675934297429,1.0,0.9925925925925926,0.0630678080038568,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075750],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.575e-05,5.5,-2.038502e-05,-7.351088e-07,2440,True,0.5023502350235024,down,11,0.1141464711645481,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076125],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.6125e-05,5.5,-3.82173e-07,2.012228e-05,2531,True,0.5022502250225023,down,9,0.1172889040054443,False,low_overlap,0.0185711825820131,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076125],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.6125e-05,5.5,-2.039321e-05,2.011979e-05,5019,True,0.5022502250225023,down,9,0.1172889040054443,True,ok,0.9864815235916377,2.011979e-05,0.7163474620711529,0.5312655395436519,1.0,0.9975062344139652,0.0251579877768902,0.9975062344139652,1.3429959825e-05,0.6666666666666666,271.51249080699483,True,False,2.520989034614425,1.0,0.7130783685207299,odd_integral,0.131500365992376,1.8904048304333705,1.0,0.99625468164794,0.0355830933230729,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076125],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.6125e-05,5.5,-2.039102e-05,-7.499607e-07,2443,True,0.5022502250225023,down,9,0.1172889040054443,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076500],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.65e-05,5.5,-3.74035e-07,2.01291e-05,2532,True,0.5022502250225023,down,9,0.109911346514158,False,low_overlap,0.0182801868775591,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076500],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.65e-05,5.5,-2.039626e-05,2.012828e-05,5019,True,0.5022502250225023,down,9,0.109911346514158,True,ok,0.9865080689099214,2.012828e-05,0.7174087475671976,0.5314519396528523,1.0,0.9900249376558604,0.0806277699318426,0.9900249376558604,1.34859476e-05,0.6691729323308272,301.81915766139133,True,False,2.5203266071132493,1.0,0.7140795825957984,odd_integral,0.1351095067379152,1.899450355606055,1.0,0.9850746268656716,0.1119099087016842,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076500],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.65e-05,5.5,-2.039484e-05,-7.536736e-07,2443,True,0.5022502250225023,down,9,0.109911346514158,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076875],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.6875e-05,5.5,-3.619297e-07,2.013159e-05,2533,True,0.5022502250225023,down,3,0.1126024854930592,False,low_overlap,0.0177532813366773,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076875],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.6875e-05,5.5,-2.040959e-05,2.013067e-05,5022,True,0.5022502250225023,down,3,0.1126024854930592,True,ok,0.9861650469330016,2.013067e-05,0.7244321448741367,0.5335730076579429,1.0,0.9900249376558604,0.0806277699318426,0.9900249376558604,1.3487548900000002e-05,0.6691729323308271,310.1907391376759,True,False,2.5156914900800667,1.0,0.7210818082712188,odd_integral,0.1367023450620307,1.9206816228503327,1.0,0.9850746268656716,0.1119099087016842,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076875],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.6875e-05,5.5,-2.040857e-05,-7.639479e-07,2445,True,0.5022502250225023,down,3,0.1126024854930592,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077250],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.725e-05,5.5,-3.545546e-07,2.012895e-05,2532,True,0.5022502250225023,down,7,0.1117108394947224,False,low_overlap,0.0172621157660389,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077250],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.725e-05,5.5,-2.041834e-05,2.012737e-05,5019,True,0.5022502250225023,down,7,0.1117108394947224,True,ok,0.98542349192185,2.012737e-05,0.7395414519975398,0.538254679800672,1.0,0.970074812967581,0.1940165356611984,0.970074812967581,1.34853379e-05,0.669172932330827,285.43600337328166,True,False,2.505878804624978,1.0,0.7360539999841987,odd_integral,0.1393615782832286,1.9640970856882607,1.0,0.9552238805970148,0.2637774366941386,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077250],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.725e-05,5.5,-2.041798e-05,-7.680169e-07,2444,True,0.5022502250225023,down,7,0.1117108394947224,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077625],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.7625e-05,5.5,-3.518589e-07,2.012767e-05,2533,True,0.5022502250225023,down,7,0.1181312195059386,False,low_overlap,0.0172146545394965,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077625],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.7625e-05,5.5,-2.042505e-05,2.012549e-05,5019,True,0.5022502250225023,down,7,0.1181312195059386,True,ok,0.9850823316713072,2.012549e-05,0.7423063671137398,0.5388024082473223,1.0,0.9800498753117208,0.1411604155131936,0.9800498753117208,1.3383450850000002e-05,0.6641604010025063,302.24733871232024,True,False,2.504095183616945,1.0,0.7388010572118859,odd_integral,0.1351876422415306,1.960347290959076,1.0,0.9699248120300752,0.1947687817448002,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077625],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.7625e-05,5.5,-2.042383e-05,-7.725945e-07,2443,True,0.5022502250225023,down,7,0.1181312195059386,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078000],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.8e-05,5.5,-3.565891e-07,2.011608e-05,2533,True,0.5024502450245024,down,3,0.1140236678295223,False,low_overlap,0.0173546602744946,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078000],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.8e-05,5.5,-2.042922e-05,2.011486e-05,5024,True,0.5024502450245024,down,3,0.1140236678295223,True,ok,0.9844936840628566,2.011486e-05,0.7274372938136767,0.5343862685974864,1.0,0.9950124688279302,0.0453194500142322,0.9950124688279302,1.342666905e-05,0.6666666666666667,331.7322163601387,True,False,2.513714013078104,1.0,0.724079630815691,odd_integral,0.1345060527142025,1.932319590538136,1.0,0.99250936329588,0.063655236539993,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078000],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.8e-05,5.5,-2.042892e-05,-7.671522e-07,2443,True,0.5024502450245024,down,3,0.1140236678295223,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078375],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.8375e-05,5.5,-3.597426e-07,2.010321e-05,2531,True,0.5022502250225023,down,7,0.1167638680124132,False,low_overlap,0.0175434116960019,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078375],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.8375e-05,5.5,-2.042561e-05,2.010346e-05,5020,True,0.5022502250225023,down,7,0.1167638680124132,True,ok,0.983904550185656,2.010346e-05,0.720926467940063,0.5324717230688268,1.0,0.9950124688279302,0.0453194500142322,0.9950124688279302,1.34693182e-05,0.669172932330827,270.20051462507445,True,False,2.5179914452379584,1.0,0.7175956793316193,odd_integral,0.1357283739773981,1.9271246004810176,1.0,0.9925373134328358,0.063458116415547,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078375],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.8375e-05,5.5,-2.04252e-05,-7.575392e-07,2444,True,0.5022502250225023,down,7,0.1167638680124132,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078750],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.875e-05,5.5,-3.853773e-07,2.009146e-05,2532,True,0.5024502450245024,down,11,0.1236727352488158,False,low_overlap,0.0190068616260592,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078750],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.875e-05,5.5,-2.040832e-05,2.008988e-05,5019,True,0.5024502450245024,down,11,0.1236727352488158,True,ok,0.9841800677516612,2.008988e-05,0.7302229996673503,0.5354956888272453,1.0,0.9950124688279302,0.0453194500142322,0.9950124688279302,1.3510444300000002e-05,0.6716791979949875,295.06049882646323,True,False,2.51191959057262,1.0,0.7267974437541339,odd_integral,0.1407351597173856,1.953775351668246,1.0,0.9925650557620818,0.0632623114020633,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078750],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.875e-05,5.5,-2.04017e-05,-7.380588e-07,2439,True,0.5024502450245024,down,11,0.1236727352488158,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079125],0,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.9125e-05,5.5,-3.946343e-07,2.010128e-05,2531,True,0.5023502350235024,down,5,0.1314902257563874,False,low_overlap,0.0193865105231122,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079125],1,down,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.9125e-05,5.5,-2.038782e-05,2.010082e-05,5020,True,0.5023502350235024,down,5,0.1314902257563874,True,ok,0.9855276846490444,2.010082e-05,0.7221780170712214,0.532878545534225,1.0,0.9925187032418952,0.0635893828675493,0.9925187032418952,2.00003159e-05,0.9949874686716792,286.52275393157805,True,True,2.517174841474775,1.0,0.7188272910518254,odd_integral,0.70751859148216,2.745553909677654,1.0,0.992462311557789,0.0639867298084043,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079125],2,up,IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,-7.9125e-05,5.5,-2.039092e-05,-7.290053e-07,2445,True,0.5023502350235024,down,5,0.1314902257563874,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
